problem_id,task_id,problem_label,problem_complexity,ast_depth,branch_count,loop_count,function_count,control_flow_ratio,functional_pass_rate,ssi,pssi,sds,structural_variance
humaneval_013,HumanEval/13,HE-13,10.596768480000001,7.8,0.7866666666666666,0.96,1.0,0.050101813333333335,1.0,0.8139672806243907,0.7296783439101118,0.6338775926052582,0.1306172780425814
humaneval_014,HumanEval/14,HE-14,11.101969506666668,9.373333333333333,0.29333333333333333,0.4,1.0,0.03530284,1.0,0.8646156078649138,0.7852823327589588,0.6613569385674362,0.09749572938342532
humaneval_015,HumanEval/15,HE-15,11.22049104,9.466666666666667,0.56,0.14666666666666667,1.0,0.04715770666666667,1.0,0.8869431543699892,0.6177185391257188,0.45858922409859293,0.0722234412473335
humaneval_016,HumanEval/16,HE-16,10.667727186666667,8.733333333333333,0.64,0.24,1.0,0.05439385333333334,1.0,0.846255433612171,0.6477986200332643,0.5036127509297303,0.08376024081139359
humaneval_017,HumanEval/17,HE-17,15.988753826666668,10.973333333333333,3.2,0.7733333333333333,1.0,0.042087160000000005,0.9866666666666667,0.6579584221366966,1.2194368573275833,1.2654007276433568,0.5004026047848806
humaneval_018,HumanEval/18,HE-18,13.566097093333333,8.92,2.44,1.1333333333333333,1.0,0.07276376,1.0,0.7863792103124141,0.9991476881450797,0.7857163352288404,0.19062048684173616
humaneval_019,HumanEval/19,HE-19,12.107013546666668,9.613333333333333,1.12,0.3466666666666667,1.0,0.027013546666666666,1.0,0.7762831458826249,0.6264986410794121,0.5746105634845319,0.12316580592188493
humaneval_020,HumanEval/20,HE-20,13.686950933333334,9.493333333333334,2.0,1.16,1.0,0.033617600000000004,1.0,0.7902633895661348,0.5539292890441756,0.4641866452490295,0.06480213046896417
humaneval_021,HumanEval/21,HE-21,11.040436506666667,8.08,1.7066666666666668,0.21333333333333335,1.0,0.04043650666666667,1.0,0.8642217640131427,0.49485753856984865,0.38212159798656,0.11007600345165365
humaneval_022,HumanEval/22,HE-22,11.207692573333334,9.24,0.5466666666666666,0.38666666666666666,1.0,0.03435924,1.0,0.8711202884653708,0.7241275862703721,0.5539483533226985,0.08722683059067617
humaneval_023,HumanEval/23,HE-23,8.25708064,6.293333333333333,0.25333333333333335,0.64,1.0,0.07041397333333334,1.0,0.8515571653596924,0.6541837460977512,0.5677122542330366,0.08370783810791127
humaneval_024,HumanEval/24,HE-24,12.889626466666668,8.4,2.36,1.04,1.0,0.08962646666666667,0.96,0.7855651623040685,0.5472960100509741,0.4704194657275045,0.07389653201251972
humaneval_025,HumanEval/25,HE-25,15.292486466666666,9.44,2.52,2.28,1.0,0.05248646666666667,1.0,0.8414295328021126,0.2725438497850013,0.26506378679200543,0.034339750751292496
humaneval_026,HumanEval/26,HE-26,11.151300693333333,9.0,0.5733333333333334,0.5466666666666666,1.0,0.03130069333333333,1.0,0.8924569954218065,1.1168338907205928,0.8716555935014615,0.18507872996941352
humaneval_027,HumanEval/27,HE-27,11.291344027027026,8.783783783783784,1.054054054054054,0.3918918918918919,1.0,0.0616142972972973,1.0,0.8662071370271404,1.9270445516569101,1.4535710756052314,0.45567530338489526
humaneval_028,HumanEval/28,HE-28,8.811792573333333,7.2,0.24,0.32,1.0,0.051792573333333335,1.0,0.8644767910639473,0.78508869199653,0.64011443372537,0.11179093643770528
