problem_id,task_id,problem_label,problem_complexity,ast_depth,branch_count,loop_count,function_count,control_flow_ratio,functional_pass_rate,ssi,pssi,sds,structural_variance
humaneval_129,HumanEval/129,HE-129,27.668298146666668,12.76,4.84,8.52,1.5066666666666666,0.041631480000000005,0.88,0.345491894562902,2.136475757133721,2.1835063263233008,1.4089724900980445
humaneval_130,HumanEval/130,HE-130,18.012859693333333,11.506666666666666,4.1466666666666665,1.0266666666666666,1.28,0.05285969333333333,0.7333333333333333,0.5746720426741934,1.0156297499456988,1.1457715348785997,0.4143048905204694
humaneval_131,HumanEval/131,HE-131,12.976117519999999,8.546666666666667,2.4133333333333336,0.9466666666666667,1.0,0.06945085333333334,1.0,0.8171528527607159,0.8480988374757592,0.6608535083778792,0.14671918928100594
humaneval_132,HumanEval/132,HE-132,19.469337213333333,10.12,5.48,2.8,1.0,0.06933721333333333,0.5733333333333334,0.4719877959717678,1.1060134865460745,1.1539070572074064,0.36024216982827917
humaneval_133,HumanEval/133,HE-133,11.454313373333335,9.453333333333333,0.3333333333333333,0.6266666666666667,1.0,0.04098004,1.0,0.8091641574374262,0.9471174805474653,0.7842952022028543,0.14269634320624353
humaneval_134,HumanEval/134,HE-134,12.618963594594595,8.35135135135135,3.054054054054054,0.10810810810810811,1.0,0.10545008108108109,0.9594594594594594,0.7139104962676697,0.9548614403903727,0.8181111999523472,0.16794735050336781
humaneval_135,HumanEval/135,HE-135,12.838897013333334,9.053333333333333,1.6,1.12,1.0,0.06556368,1.0,0.8433501446412011,0.30193666081063963,0.2683515817782902,0.03466302038183566
humaneval_136,HumanEval/136,HE-136,13.918396360000001,8.92,3.4,0.5466666666666666,1.0,0.05172969333333333,1.0,0.7957152868685007,0.8570064302587245,0.7400030822655932,0.18728263169169965
humaneval_137,HumanEval/137,HE-137,17.157556613333334,10.013333333333334,4.866666666666666,0.17333333333333334,2.013333333333333,0.09088994666666667,1.0,0.7648540152074405,0.6949674675214763,0.6412661863558776,0.1706439376101395
humaneval_138,HumanEval/138,HE-138,10.370555706666668,7.666666666666667,1.4266666666666667,0.17333333333333334,1.0,0.10388904,1.0,0.7424464779990444,1.588721933537908,1.3333949693609461,0.5042701623538408
humaneval_139,HumanEval/139,HE-139,10.88014468,7.653333333333333,1.0133333333333334,1.1333333333333333,1.0133333333333334,0.06681134666666666,1.0,0.7725868364174209,0.6237667785846466,0.5572038172022569,0.1003950338754725
humaneval_140,HumanEval/140,HE-140,12.984330493333333,9.0,2.1333333333333333,0.7066666666666667,1.0933333333333333,0.05099716,0.8933333333333333,0.7101859531669075,1.6672424438955613,1.4310067558210495,0.49646489200571664
humaneval_141,HumanEval/141,HE-141,15.842808786666668,9.733333333333333,4.8933333333333335,0.10666666666666667,1.0,0.10947545333333333,1.0,0.7735816541464049,0.7046283766648062,0.5241957403756919,0.08166671960432194
humaneval_142,HumanEval/142,HE-142,13.865334706666665,9.453333333333333,2.3466666666666667,1.0133333333333334,1.0,0.05200137333333334,1.0,0.9358380063827243,0.3065345502615348,0.24870854488464514,0.0175715372601551
humaneval_143,HumanEval/143,HE-143,16.379630053333333,9.573333333333334,3.56,1.1466666666666667,2.0,0.09963005333333333,1.0,0.8778083535327769,0.8883096334440627,0.6707130733722929,0.11110255484501215
humaneval_144,HumanEval/144,HE-144,9.408599733333334,7.88,0.28,0.09333333333333334,1.1333333333333333,0.021933066666666667,1.0,0.7953416332983867,0.9302433226302457,0.7883919526310291,0.2340212456039132
